日期,新增用户,活跃用户,启动次数,累计用户,新用户占比,平均日使用时长,平均日启动次数
2020-01-14,19,6522,50158,46885,0.29%,00:02:11,7.69
2020-01-13,19,6634,53670,46866,0.29%,00:02:11,8.09
2020-01-12,18,6475,47248,46847,0.28%,00:02:10,7.3
2020-01-11,11,6279,40730,46829,0.18%,00:01:54,6.49
2020-01-10,18,5994,35975,46818,0.3%,00:01:51,6.0
2020-01-09,14,5919,33342,46800,0.24%,00:01:51,5.63
2020-01-08,21,5825,28706,46786,0.36%,00:01:41,4.93
2020-01-07,19,6192,32052,46765,0.31%,00:01:51,5.18
2020-01-06,16,6494,34958,46746,0.25%,00:01:56,5.38
2020-01-05,23,5850,25055,46730,0.39%,00:01:40,4.28
2020-01-04,27,4612,19203,46707,0.59%,00:01:40,4.16
2020-01-03,27,5240,23158,46680,0.52%,00:01:43,4.42
2020-01-02,30,5980,31019,46653,0.5%,00:01:53,5.19
2020-01-01,21,4441,16156,46623,0.47%,00:01:29,3.64
2019-12-31,10,3104,10581,46602,0.32%,00:01:17,3.41
2019-12-30,21,5675,27847,46592,0.37%,00:01:48,4.91
2019-12-29,13,4270,16251,46571,0.3%,00:01:29,3.81
2019-12-28,15,3911,14996,46558,0.38%,00:01:27,3.83
2019-12-27,24,4634,19481,46543,0.52%,00:01:35,4.2
2019-12-26,28,5886,30957,46519,0.48%,00:01:51,5.26
2019-12-25,16,5571,26668,46491,0.29%,00:01:41,4.79
2019-12-24,29,5661,27672,46475,0.51%,00:01:45,4.89
2019-12-23,22,6014,31067,46446,0.37%,00:01:57,5.17
2019-12-22,17,4004,15226,46424,0.42%,00:01:22,3.8
2019-12-21,15,3478,12629,46407,0.43%,00:01:26,3.63
2019-12-20,20,6001,31590,46392,0.33%,00:01:51,5.26
2019-12-19,30,5226,24252,46372,0.57%,00:01:37,4.64
2019-12-18,29,5897,30979,46342,0.49%,00:01:55,5.25
2019-12-17,26,5911,30681,46313,0.44%,00:02:01,5.19
2019-12-16,23,6851,44250,46287,0.34%,00:02:50,6.46
2019-12-15,18,4084,16534,46264,0.44%,00:01:29,4.05
2019-12-14,17,3205,12064,46246,0.53%,00:01:16,3.76
2019-12-13,16,4374,18411,46229,0.37%,00:01:24,4.21
2019-12-12,23,5324,25960,46213,0.43%,00:01:26,4.88
2019-12-11,20,5392,26238,46190,0.37%,00:01:30,4.87
2019-12-10,16,5412,27987,46170,0.3%,00:01:33,5.17
2019-12-09,26,5512,27495,46154,0.47%,00:01:35,4.99
2019-12-08,20,3820,15789,46128,0.52%,00:01:18,4.13
2019-12-07,16,3065,12117,46108,0.52%,00:01:13,3.95
2019-12-06,9,3963,16647,46092,0.23%,00:01:18,4.2
2019-12-05,12,4940,23583,46083,0.24%,00:01:22,4.77
2019-12-04,23,5478,28502,46071,0.42%,00:01:30,5.2
2019-12-03,18,5427,27706,46048,0.33%,00:01:31,5.11
2019-12-02,15,5385,27293,46030,0.28%,00:01:29,5.07
2019-12-01,14,3925,17206,46015,0.36%,00:01:23,4.38
2019-11-30,17,3211,12637,46001,0.53%,00:01:16,3.94
2019-11-29,19,4126,17527,45984,0.46%,00:01:12,4.25
2019-11-28,9,5093,24564,45965,0.18%,00:01:22,4.82
2019-11-27,22,5638,29318,45956,0.39%,00:01:28,5.2
2019-11-26,20,5743,29974,45934,0.35%,00:01:29,5.22
2019-11-25,18,5796,30594,45914,0.31%,00:01:33,5.28
2019-11-24,20,4090,18856,45896,0.49%,00:01:26,4.61
2019-11-23,13,3575,14308,45876,0.36%,00:01:19,4.0
2019-11-22,19,4725,21876,45863,0.4%,00:01:26,4.63
2019-11-21,30,5928,34111,45844,0.51%,00:01:37,5.75
2019-11-20,28,6640,42351,45814,0.42%,00:01:43,6.38
2019-11-19,47,6603,41441,45786,0.71%,00:01:50,6.28
2019-11-18,44,6667,41468,45739,0.66%,00:01:51,6.22
2019-11-17,43,5591,30625,45695,0.77%,00:01:45,5.48
2019-11-16,40,5090,24408,45652,0.79%,00:01:34,4.8
2019-11-15,30,5933,31890,45612,0.51%,00:01:37,5.38
2019-11-14,50,6934,47389,45582,0.72%,00:01:59,6.83
2019-11-13,64,7685,60119,45532,0.83%,00:02:16,7.82
2019-11-12,63,7661,60846,45468,0.82%,00:02:29,7.94
2019-11-11,74,7834,63163,45405,0.94%,00:02:31,8.06
2019-11-10,27,6200,33326,45331,0.44%,00:01:55,5.38
2019-11-09,29,5133,23912,45304,0.56%,00:01:29,4.66
2019-11-08,34,4994,23383,45275,0.68%,00:01:36,4.68
2019-11-07,43,5464,28820,45241,0.79%,00:01:52,5.27
2019-11-06,37,5426,25745,45198,0.68%,00:01:32,4.74
2019-11-05,37,6455,37095,45161,0.57%,00:01:44,5.75
2019-11-04,44,6223,30658,45124,0.71%,00:01:41,4.93
2019-11-03,36,5676,24171,45080,0.63%,00:01:29,4.26
2019-11-02,22,4428,19038,45044,0.5%,00:01:29,4.3
2019-11-01,37,5538,27245,45022,0.67%,00:01:34,4.92
2019-10-31,46,6069,33169,44985,0.76%,00:01:40,5.47
2019-10-30,31,6423,38844,44939,0.48%,00:01:52,6.05
2019-10-29,40,6598,40924,44908,0.61%,00:01:53,6.2
2019-10-28,43,6637,41817,44868,0.65%,00:02:08,6.3
2019-10-27,27,4441,19132,44825,0.61%,00:01:28,4.31
2019-10-26,21,3831,16070,44798,0.55%,00:01:29,4.19
2019-10-25,31,4084,17423,44777,0.76%,00:01:28,4.27
2019-10-24,45,5901,32499,44746,0.76%,00:01:35,5.51
2019-10-23,28,6551,40538,44701,0.43%,00:01:51,6.19
2019-10-22,48,6798,47587,44673,0.71%,00:02:01,7.0
2019-10-21,43,6443,39525,44625,0.67%,00:01:54,6.13
2019-10-20,27,4800,21537,44582,0.56%,00:01:37,4.49
2019-10-19,46,6282,40308,44555,0.73%,00:01:52,6.42
2019-10-18,30,5929,30867,44509,0.51%,00:01:43,5.21
2019-10-17,32,6494,41593,44479,0.49%,00:01:53,6.4
2019-10-16,50,6848,47694,44447,0.73%,00:02:04,6.96
2019-10-15,41,5580,27422,44397,0.73%,00:01:49,4.91
2019-10-14,38,4635,20571,44356,0.82%,00:01:35,4.44
2019-10-13,34,3786,15621,44318,0.9%,00:01:30,4.13
2019-10-12,26,4333,19009,44284,0.6%,00:01:32,4.39
2019-10-11,33,5732,28599,44258,0.58%,00:01:34,4.99
2019-10-10,30,6821,46151,44225,0.44%,00:02:01,6.77
2019-10-09,42,7406,59386,44195,0.57%,00:02:29,8.02
2019-10-08,57,7574,63884,44153,0.75%,00:02:42,8.43
2019-10-07,66,5960,29163,44096,1.11%,00:02:05,4.89
2019-10-06,35,3921,14749,44030,0.89%,00:01:34,3.76
2019-10-05,36,3084,11208,43995,1.17%,00:01:27,3.63
2019-10-04,25,2789,9735,43959,0.9%,00:01:23,3.49
2019-10-03,30,2377,7756,43934,1.26%,00:01:23,3.26
2019-10-02,35,2464,7859,43904,1.42%,00:01:13,3.19
2019-10-01,33,2648,9212,43869,1.25%,00:01:19,3.48
2019-09-30,40,6362,40735,43836,0.63%,00:01:56,6.4
2019-09-29,59,5784,29761,43796,1.02%,00:01:44,5.15
2019-09-28,42,4751,20568,43737,0.88%,00:01:36,4.33
2019-09-27,48,6126,34108,43695,0.78%,00:01:56,5.57
2019-09-26,68,7295,56140,43647,0.93%,00:02:32,7.7
2019-09-25,60,7777,73864,43579,0.77%,00:02:58,9.5
2019-09-24,67,7588,63949,43519,0.88%,00:02:35,8.43
2019-09-23,65,7709,67588,43452,0.84%,00:02:47,8.77
2019-09-22,62,5638,27796,43387,1.1%,00:02:01,4.93
2019-09-21,55,4972,24642,43325,1.11%,00:01:57,4.96
2019-09-20,71,6996,52846,43270,1.01%,00:02:35,7.55
2019-09-19,61,7669,70551,43199,0.8%,00:02:51,9.2
2019-09-18,53,7983,85664,43138,0.66%,00:03:13,10.73
2019-09-17,62,8163,90347,43085,0.76%,00:03:32,11.07
2019-09-16,71,8311,95491,43023,0.85%,00:03:55,11.49
2019-09-15,79,6501,34168,42952,1.22%,00:02:17,5.26
2019-09-14,13,5143,25099,42873,0.25%,00:02:01,4.88
2019-09-13,31,4856,21509,42860,0.64%,00:01:55,4.43
2019-09-12,76,8310,105685,42829,0.91%,00:04:27,12.72
2019-09-11,118,8839,138770,42753,1.33%,00:05:52,15.7
2019-09-10,171,9058,158919,42635,1.89%,00:07:02,17.54
2019-09-09,366,9480,190976,42464,3.86%,00:09:24,20.15
2019-09-08,488,8606,99434,42098,5.67%,00:06:47,11.55
2019-09-07,196,6116,37506,41610,3.2%,00:03:59,6.13
2019-09-06,208,6281,44367,41414,3.31%,00:04:51,7.06
2019-09-05,153,4452,22843,41206,3.44%,00:02:53,5.13
2019-09-04,70,3534,15663,41053,1.98%,00:02:24,4.43
2019-09-03,59,3192,13575,40983,1.85%,00:02:17,4.25
2019-09-02,91,3290,15320,40924,2.77%,00:02:43,4.66
2019-09-01,83,2700,11451,40833,3.07%,00:02:08,4.24
2019-08-31,28,1900,6537,40750,1.47%,00:01:30,3.44
2019-08-30,24,1836,6235,40722,1.31%,00:01:35,3.4
2019-08-29,27,1863,6166,40698,1.45%,00:01:31,3.31
2019-08-28,30,1849,6331,40671,1.62%,00:01:35,3.42
2019-08-27,20,1791,5721,40641,1.12%,00:01:24,3.19
2019-08-26,35,1880,6385,40621,1.86%,00:01:30,3.4
2019-08-25,36,1732,5968,40586,2.08%,00:01:39,3.45
2019-08-24,41,1804,7331,40550,2.27%,00:01:48,4.06
2019-08-23,21,1509,4831,40509,1.39%,00:01:27,3.2
2019-08-22,11,1512,5194,40488,0.73%,00:01:34,3.44
2019-08-21,55,1902,7255,40477,2.89%,00:02:17,3.81
2019-08-20,108,1925,8325,40422,5.61%,00:02:58,4.32
2019-08-19,183,1955,8726,40314,9.36%,00:02:50,4.46
2019-08-18,112,1491,5187,40131,7.51%,00:01:34,3.48
2019-08-17,106,1409,4886,40019,7.52%,00:01:46,3.47
2019-08-16,44,1384,4362,39913,3.18%,00:01:28,3.15
2019-08-15,30,1429,4692,39869,2.1%,00:01:27,3.28
2019-08-14,15,1329,4214,39839,1.13%,00:01:23,3.17
2019-08-13,23,1238,3744,39824,1.86%,00:01:19,3.02
2019-08-12,25,1207,3638,39801,2.07%,00:01:20,3.01
2019-08-11,13,1019,2981,39776,1.28%,00:01:15,2.93
2019-08-10,8,925,2573,39763,0.86%,00:01:08,2.78
2019-08-09,16,1086,3165,39755,1.47%,00:01:18,2.91
2019-08-08,8,1098,2990,39739,0.73%,00:01:09,2.72
2019-08-07,14,1109,3251,39731,1.26%,00:01:08,2.93
2019-08-06,15,1214,3539,39717,1.24%,00:01:25,2.92
2019-08-05,13,1215,3883,39702,1.07%,00:01:24,3.2
2019-08-04,20,1113,3340,39689,1.8%,00:01:11,3.0
2019-08-03,12,1036,3066,39669,1.16%,00:01:13,2.96
2019-08-02,15,1158,3431,39657,1.3%,00:01:10,2.96
2019-08-01,18,1182,3636,39642,1.52%,00:01:08,3.08
2019-07-31,4,1195,3473,39624,0.33%,00:01:15,2.91
2019-07-30,13,1250,3683,39620,1.04%,00:01:19,2.95
2019-07-29,15,1229,3628,39607,1.22%,00:01:19,2.95
2019-07-28,11,1226,3659,39592,0.9%,00:01:12,2.98
2019-07-27,14,1173,3782,39581,1.19%,00:01:17,3.22
2019-07-26,18,1323,3861,39567,1.36%,00:01:17,2.92
2019-07-25,11,1306,3852,39549,0.84%,00:01:11,2.95
2019-07-24,13,1395,4164,39538,0.93%,00:01:12,2.98
2019-07-23,27,1534,4997,39525,1.76%,00:01:21,3.26
2019-07-22,20,1621,4949,39498,1.23%,00:01:17,3.05
2019-07-21,17,1501,4446,39478,1.13%,00:01:10,2.96
2019-07-20,20,1634,4841,39461,1.22%,00:01:12,2.96
2019-07-19,11,1882,6016,39441,0.58%,00:01:15,3.2
2019-07-18,21,1995,6162,39430,1.05%,00:01:17,3.09
2019-07-17,7,2279,8211,39409,0.31%,00:01:32,3.6
2019-07-16,13,2578,9051,39402,0.5%,00:01:35,3.51
2019-07-15,16,2874,10588,39389,0.56%,00:01:35,3.68
2019-07-14,21,2965,11405,39373,0.71%,00:01:46,3.85
2019-07-13,26,3576,18198,39352,0.73%,00:02:17,5.09
2019-07-12,19,4233,24958,39326,0.45%,00:02:38,5.9
2019-07-11,16,4944,29828,39307,0.32%,00:02:25,6.03
2019-07-10,17,5625,35483,39291,0.3%,00:02:41,6.31
2019-07-09,26,5780,33197,39274,0.45%,00:02:17,5.74
2019-07-08,30,6184,39378,39248,0.49%,00:02:30,6.37
2019-07-07,25,6737,51736,39218,0.37%,00:03:11,7.68
2019-07-06,21,7057,64848,39193,0.3%,00:03:54,9.19
2019-07-05,22,7375,77698,39172,0.3%,00:04:15,10.54
2019-07-04,27,7774,93298,39150,0.35%,00:04:33,12.0
2019-07-03,45,7972,101253,39123,0.56%,00:04:35,12.7
2019-07-02,25,7695,81352,39078,0.32%,00:03:33,10.57
2019-07-01,20,7659,78373,39053,0.26%,00:03:29,10.23
2019-06-30,20,7242,58815,39033,0.28%,00:02:27,8.12
2019-06-29,24,7287,63748,39013,0.33%,00:02:44,8.75
2019-06-28,18,7512,70363,38989,0.24%,00:02:56,9.37
2019-06-27,21,7671,67394,38971,0.27%,00:02:40,8.79
2019-06-26,27,7547,51653,38950,0.36%,00:02:13,6.84
2019-06-25,9,7205,47884,38923,0.12%,00:02:17,6.65
2019-06-24,17,6760,35565,38914,0.25%,00:02:04,5.26
2019-06-23,27,6144,33656,38897,0.44%,00:02:08,5.48
2019-06-22,17,5357,23579,38870,0.32%,00:01:56,4.4
2019-06-21,15,5539,24706,38853,0.27%,00:01:59,4.46
2019-06-20,20,6189,31573,38838,0.32%,00:02:21,5.1
2019-06-19,26,6215,32132,38818,0.42%,00:02:12,5.17
2019-06-18,21,6547,39947,38792,0.32%,00:02:58,6.1
2019-06-17,16,6215,30913,38771,0.26%,00:02:11,4.97
2019-06-16,20,4893,20615,38755,0.41%,00:02:06,4.21
2019-06-15,21,4084,15763,38735,0.51%,00:01:53,3.86
2019-06-14,19,5089,22001,38714,0.37%,00:02:10,4.32
2019-06-13,27,5933,32144,38695,0.46%,00:03:25,5.42
2019-06-12,26,7120,61697,38668,0.37%,00:05:12,8.67
2019-06-11,16,5611,27807,38642,0.29%,00:02:04,4.96
2019-06-10,10,5554,25001,38626,0.18%,00:01:41,4.5
2019-06-09,20,3641,12992,38616,0.55%,00:01:19,3.57
2019-06-08,10,2947,10186,38596,0.34%,00:01:20,3.46
2019-06-07,21,2829,9213,38586,0.74%,00:01:18,3.26
2019-06-06,25,4898,20505,38565,0.51%,00:01:29,4.19
2019-06-05,23,5437,24853,38540,0.42%,00:01:36,4.57
2019-06-04,22,5616,26991,38517,0.39%,00:01:54,4.81
2019-06-03,29,6159,34121,38495,0.47%,00:02:55,5.54
2019-06-02,28,4513,20231,38466,0.62%,00:02:28,4.48
2019-06-01,22,3872,16601,38438,0.57%,00:02:25,4.29
2019-05-31,15,6076,42800,38416,0.25%,00:05:09,7.04
2019-05-30,23,5744,35906,38401,0.4%,00:02:48,6.25
2019-05-29,14,5157,25380,38378,0.27%,00:01:45,4.92
2019-05-28,18,5159,25047,38364,0.35%,00:01:41,4.86
2019-05-27,16,5155,24338,38346,0.31%,00:01:37,4.72
2019-05-26,13,3706,14324,38330,0.35%,00:01:27,3.87
2019-05-25,13,2944,11078,38317,0.44%,00:01:26,3.76
2019-05-24,11,3947,15814,38304,0.28%,00:01:32,4.01
2019-05-23,14,5436,28227,38293,0.26%,00:02:16,5.19
2019-05-22,13,5001,22767,38279,0.26%,00:01:20,4.55
2019-05-21,21,5154,23535,38266,0.41%,00:01:21,4.57
2019-05-20,14,5017,22568,38245,0.28%,00:01:21,4.5
2019-05-19,11,3730,14441,38231,0.29%,00:01:16,3.87
2019-05-18,5,2888,10677,38220,0.17%,00:01:17,3.7
2019-05-17,17,3997,15745,38215,0.43%,00:01:18,3.94
2019-05-16,16,5003,21913,38198,0.32%,00:01:18,4.38
2019-05-15,11,5442,26508,38182,0.2%,00:01:25,4.87
2019-05-14,23,5517,27772,38171,0.42%,00:01:33,5.03
2019-05-13,18,5550,27541,38148,0.32%,00:01:32,4.96
2019-05-12,11,4090,15752,38130,0.27%,00:01:18,3.85
2019-05-11,12,3465,13602,38119,0.35%,00:01:24,3.93
2019-05-10,25,4638,20142,38107,0.54%,00:01:25,4.34
2019-05-09,15,5611,28634,38082,0.27%,00:01:31,5.1
2019-05-08,21,6603,41933,38067,0.32%,00:01:52,6.35
2019-05-07,23,6368,35020,38046,0.36%,00:01:45,5.5
2019-05-06,23,6629,38859,38023,0.35%,00:01:51,5.86
2019-05-05,27,6400,35988,38000,0.42%,00:01:49,5.62
2019-05-04,20,5173,22215,37973,0.39%,00:01:28,4.29
2019-05-03,23,4294,17959,37953,0.54%,00:01:26,4.18
2019-05-02,8,4067,18225,37930,0.2%,00:01:31,4.48
2019-05-01,18,4313,19108,37922,0.42%,00:01:28,4.43
2019-04-30,19,7016,50460,37904,0.27%,00:02:13,7.19
2019-04-29,18,7510,61029,37885,0.24%,00:02:43,8.13
2019-04-28,35,7638,66020,37867,0.46%,00:03:04,8.64
2019-04-27,17,6635,39573,37832,0.26%,00:02:26,5.96
2019-04-26,31,6220,36110,37815,0.5%,00:02:18,5.81
2019-04-25,23,6060,34150,37784,0.38%,00:02:18,5.64
2019-04-24,20,5510,28354,37761,0.36%,00:01:49,5.15
2019-04-23,24,5675,30345,37741,0.42%,00:01:51,5.35
2019-04-22,19,5846,30924,37717,0.33%,00:01:49,5.29
2019-04-21,14,4962,19744,37698,0.28%,00:01:32,3.98
2019-04-20,17,4141,15495,37684,0.41%,00:01:20,3.74
2019-04-19,17,5045,21067,37667,0.34%,00:01:32,4.18
2019-04-18,21,5628,26029,37650,0.37%,00:01:39,4.62
2019-04-17,27,5699,27573,37629,0.47%,00:01:43,4.84
2019-04-16,12,5704,27797,37602,0.21%,00:01:38,4.87
2019-04-15,23,5927,30215,37590,0.39%,00:01:54,5.1
2019-04-14,17,4171,16626,37567,0.41%,00:01:33,3.99
2019-04-13,18,3465,13008,37550,0.52%,00:01:21,3.75
2019-04-12,21,4718,20100,37532,0.45%,00:01:27,4.26
2019-04-11,20,5090,23420,37511,0.39%,00:01:32,4.6
2019-04-10,24,5580,27350,37491,0.43%,00:01:40,4.9
2019-04-09,25,5676,27853,37467,0.44%,00:01:44,4.91
2019-04-08,33,5620,27721,37442,0.59%,00:01:38,4.93
2019-04-07,25,3529,12736,37409,0.71%,00:01:23,3.61
2019-04-06,16,2509,8306,37384,0.64%,00:01:15,3.31
2019-04-05,20,2424,7726,37368,0.83%,00:01:13,3.19
2019-04-04,18,5039,21807,37348,0.36%,00:01:23,4.33
2019-04-03,11,5660,28225,37330,0.19%,00:01:28,4.99
2019-04-02,23,5838,30504,37319,0.39%,00:01:39,5.23
2019-04-01,28,5825,30191,37296,0.48%,00:01:41,5.18
2019-03-31,22,4424,18627,37268,0.5%,00:01:34,4.21
2019-03-30,22,3530,13357,37246,0.62%,00:01:26,3.78
2019-03-29,24,5226,24805,37224,0.46%,00:01:29,4.75
2019-03-28,17,5499,26239,37200,0.31%,00:01:23,4.77
2019-03-27,20,5779,29884,37183,0.35%,00:01:27,5.17
2019-03-26,19,5889,31361,37163,0.32%,00:01:35,5.33
2019-03-25,21,6001,32723,37144,0.35%,00:01:38,5.45
2019-03-24,15,4084,15954,37123,0.37%,00:01:25,3.91
2019-03-23,24,3346,12908,37108,0.72%,00:01:30,3.86
2019-03-22,19,5491,25999,37084,0.35%,00:01:33,4.73
2019-03-21,21,5774,28504,37065,0.36%,00:01:29,4.94
2019-03-20,20,6183,33956,37044,0.32%,00:01:37,5.49
2019-03-19,20,6326,36009,37024,0.32%,00:01:38,5.69
2019-03-18,27,6450,37340,37004,0.42%,00:01:48,5.79
2019-03-17,17,4290,17551,36977,0.4%,00:01:27,4.09
2019-03-16,19,3332,12276,36960,0.57%,00:01:30,3.68
2019-03-15,24,5100,22664,36941,0.47%,00:01:25,4.44
2019-03-14,23,6237,35134,36917,0.37%,00:01:39,5.63
2019-03-13,31,6714,41023,36894,0.46%,00:01:44,6.11
2019-03-12,30,6928,45744,36863,0.43%,00:02:00,6.6
2019-03-11,32,7172,50226,36833,0.45%,00:02:17,7.0
2019-03-10,22,4950,22429,36801,0.44%,00:01:54,4.53
2019-03-09,17,4138,17384,36779,0.41%,00:01:48,4.2
2019-03-08,35,5824,28439,36762,0.6%,00:01:50,4.88
2019-03-07,29,6857,45190,36727,0.42%,00:02:00,6.59
2019-03-06,27,7406,59693,36698,0.36%,00:02:26,8.06
2019-03-05,36,7683,67185,36671,0.47%,00:02:52,8.74
2019-03-04,43,7959,72964,36635,0.54%,00:03:15,9.17
2019-03-03,39,5698,26329,36592,0.68%,00:02:09,4.62
2019-03-02,19,4452,19028,36553,0.43%,00:02:04,4.27
2019-03-01,36,6835,47778,36534,0.53%,00:02:44,6.99
2019-02-28,36,8127,90910,36498,0.44%,00:04:14,11.19
2019-02-27,43,8599,118217,36462,0.5%,00:05:41,13.75
2019-02-26,63,8770,135723,36419,0.72%,00:06:30,15.48
2019-02-25,104,9134,170656,36356,1.14%,00:08:48,18.68
2019-02-24,94,8237,78620,36252,1.14%,00:05:44,9.54
2019-02-23,50,5875,33490,36158,0.85%,00:03:46,5.7
2019-02-22,72,6025,35038,36108,1.2%,00:03:40,5.82
2019-02-21,66,4147,16837,36036,1.59%,00:02:09,4.06
2019-02-20,40,3176,11472,35970,1.26%,00:01:58,3.61
2019-02-19,34,2529,8349,35930,1.34%,00:01:42,3.3
2019-02-18,31,2424,7781,35896,1.28%,00:01:41,3.21
2019-02-17,38,2076,6137,35865,1.83%,00:01:25,2.96
2019-02-16,27,1856,5479,35827,1.45%,00:01:35,2.95
2019-02-15,23,1891,5534,35800,1.22%,00:01:31,2.93
2019-02-14,16,1671,4760,35777,0.96%,00:01:30,2.85
2019-02-13,10,1669,4758,35761,0.6%,00:01:26,2.85
2019-02-12,10,1704,4811,35751,0.59%,00:01:19,2.82
2019-02-11,12,1711,4919,35741,0.7%,00:01:37,2.87
2019-02-10,13,1539,4189,35729,0.84%,00:01:17,2.72
2019-02-09,10,1447,3698,35716,0.69%,00:01:10,2.56
2019-02-08,8,1446,3781,35706,0.55%,00:01:16,2.61
2019-02-07,17,1598,4362,35698,1.06%,00:01:12,2.73
2019-02-06,22,1478,3801,35681,1.49%,00:01:13,2.57
2019-02-05,9,1517,3955,35659,0.59%,00:01:10,2.61
2019-02-04,9,1757,4800,35650,0.51%,00:01:04,2.73
2019-02-03,11,2062,6739,35641,0.53%,00:01:21,3.27
2019-02-02,23,2606,8499,35630,0.88%,00:01:16,3.26
2019-02-01,19,3271,12968,35607,0.58%,00:01:29,3.96
2019-01-31,21,3710,16662,35588,0.57%,00:01:44,4.49
2019-01-30,29,4518,22836,35567,0.64%,00:01:53,5.05
2019-01-29,22,5364,32105,35538,0.41%,00:02:09,5.99
2019-01-28,39,6753,53110,35516,0.58%,00:02:46,7.86
2019-01-27,38,6786,55027,35477,0.56%,00:02:50,8.11
2019-01-26,38,7443,71329,35439,0.51%,00:03:28,9.58
2019-01-25,50,8255,101927,35401,0.61%,00:04:31,12.35
2019-01-24,33,8407,109842,35351,0.39%,00:04:41,13.07
2019-01-23,36,8433,107019,35318,0.43%,00:04:31,12.69
2019-01-22,27,8427,107912,35282,0.32%,00:04:28,12.81
2019-01-21,47,8307,106836,35255,0.57%,00:04:19,12.86
2019-01-20,32,7972,85299,35208,0.4%,00:03:18,10.7
2019-01-19,22,8004,79871,35176,0.27%,00:03:08,9.98
2019-01-18,27,7917,68732,35154,0.34%,00:02:50,8.68
2019-01-17,23,7703,54999,35127,0.3%,00:02:23,7.14
2019-01-16,25,7732,57597,35104,0.32%,00:02:36,7.45
2019-01-15,22,7463,40891,35079,0.29%,00:02:15,5.48
2019-01-14,17,7018,37053,35057,0.24%,00:02:13,5.28
2019-01-13,9,5305,21700,35040,0.17%,00:01:49,4.09
2019-01-12,15,4793,19691,35031,0.31%,00:01:54,4.11
2019-01-11,15,5468,24178,35016,0.27%,00:02:06,4.42
2019-01-10,11,6166,30026,35001,0.18%,00:02:16,4.87
2019-01-09,15,6600,36383,34990,0.23%,00:02:50,5.51
2019-01-08,28,7463,56740,34975,0.38%,00:03:49,7.6
2019-01-07,23,6793,36084,34947,0.34%,00:02:28,5.31
2019-01-06,15,5114,22259,34924,0.29%,00:02:34,4.35
2019-01-05,14,4669,19681,34909,0.3%,00:02:37,4.22
2019-01-04,28,6105,36949,34895,0.46%,00:04:34,6.05
2019-01-03,35,8122,102940,34867,0.43%,00:07:26,12.67
2019-01-02,30,6634,36361,34832,0.45%,00:02:45,5.48
2019-01-01,16,4655,16739,34802,0.34%,00:01:30,3.6
2018-12-31,10,3110,9654,34786,0.32%,00:01:18,3.1
2018-12-30,13,3494,12082,34776,0.37%,00:01:33,3.46
2018-12-29,21,4368,18480,34763,0.48%,00:01:58,4.23
2018-12-28,19,5589,28901,34742,0.34%,00:03:15,5.17
2018-12-27,32,6526,42633,34723,0.49%,00:04:07,6.53
2018-12-26,32,7711,79363,34691,0.41%,00:08:03,10.29
2018-12-25,21,6891,57535,34659,0.3%,00:04:17,8.35
2018-12-24,17,5841,28880,34638,0.29%,00:01:57,4.94
2018-12-23,20,3939,15168,34621,0.51%,00:01:34,3.85
2018-12-22,14,3201,12201,34601,0.44%,00:01:25,3.81
2018-12-21,14,4163,16830,34587,0.34%,00:01:29,4.04
2018-12-20,22,5127,22448,34573,0.43%,00:01:36,4.38
2018-12-19,18,5401,25434,34551,0.33%,00:01:43,4.71
2018-12-18,22,5734,27771,34533,0.38%,00:02:04,4.84
2018-12-17,30,6444,38081,34511,0.47%,00:02:50,5.91
2018-12-16,13,4072,16328,34481,0.32%,00:01:27,4.01
2018-12-15,15,3248,12130,34468,0.46%,00:01:25,3.73
2018-12-14,19,4340,17772,34453,0.44%,00:01:25,4.09
2018-12-13,24,5102,23259,34434,0.47%,00:01:31,4.56
2018-12-12,13,5332,24145,34410,0.24%,00:01:25,4.53
2018-12-11,19,5443,25218,34397,0.35%,00:01:31,4.63
2018-12-10,18,5491,26104,34378,0.33%,00:01:33,4.75
2018-12-09,12,3801,15293,34360,0.32%,00:01:28,4.02
2018-12-08,10,2957,10495,34348,0.34%,00:01:18,3.55
2018-12-07,25,4155,16621,34338,0.6%,00:01:26,4.0
2018-12-06,17,5323,25290,34313,0.32%,00:01:33,4.75
2018-12-05,18,5738,28738,34296,0.31%,00:01:34,5.01
2018-12-04,16,5891,29825,34278,0.27%,00:01:36,5.06
2018-12-03,21,6224,32602,34262,0.34%,00:01:48,5.24
2018-12-02,16,4206,17767,34241,0.38%,00:01:28,4.22
2018-12-01,7,3602,14504,34225,0.19%,00:01:29,4.03
2018-11-30,17,5041,23116,34218,0.34%,00:01:34,4.59
2018-11-29,16,6146,32597,34201,0.26%,00:01:39,5.3
2018-11-28,21,6620,38025,34185,0.32%,00:01:42,5.74
2018-11-27,20,6827,39623,34164,0.29%,00:01:50,5.8
2018-11-26,24,7170,45506,34144,0.33%,00:02:08,6.35
2018-11-25,22,5793,28848,34120,0.38%,00:01:51,4.98
2018-11-24,25,5442,28965,34098,0.46%,00:01:58,5.32
2018-11-23,32,6594,42009,34073,0.49%,00:02:06,6.37
2018-11-22,31,7638,56917,34041,0.41%,00:02:28,7.45
2018-11-21,40,8143,67570,34010,0.49%,00:02:52,8.3
2018-11-20,42,8276,71478,33970,0.51%,00:03:08,8.64
2018-11-19,65,8608,78261,33928,0.76%,00:03:35,9.09
